full_name, description, language, topics, license_name, stargazers_count, forks_count, homepage, html_url, open_issues_count, name, owner_name, owner_avatar_url, created_at, starred_at, updated_at, pushed_at, fork, archived
"mageni/mageni","Open-source vulnerability scanner",,"cloud, cybersecurity, laravel, linux, macos, networking, opensource, penetration-testing, pentesting, php, security, security-audit, security-tools, vulnerability-assessment, vulnerability-detection, vulnerability-management, vulnerability-scanner, vulnerability-scanners, vulnerability-scanning, windows","GNU General Public License v2.0",231,27,"https://www.mageni.net","https://github.com/mageni/mageni",1,"mageni","mageni","https://avatars.githubusercontent.com/u/52465608?v=4","2022-06-25T13:57:01Z","2023-07-20T08:48:52Z","2023-08-09T12:44:57Z","2023-08-06T22:09:24Z",false,false
"foxlox/GIUDA","Ask a TGS on behalf of another user without password","Pascal","",,255,28,,"https://github.com/foxlox/GIUDA",0,"GIUDA","foxlox","https://avatars.githubusercontent.com/u/28823598?v=4","2023-07-19T15:37:07Z","2023-07-20T06:22:38Z","2023-08-10T09:23:46Z","2023-07-26T14:19:52Z",false,false
"lele8/SharpDBeaver","DBeaver数据库密码解密工具","C#","",,163,19,,"https://github.com/lele8/SharpDBeaver",0,"SharpDBeaver","lele8","https://avatars.githubusercontent.com/u/77657846?v=4","2023-07-11T09:22:34Z","2023-07-20T06:22:35Z","2023-08-07T07:52:57Z","2023-07-11T09:48:14Z",false,false
"dwisiswant0/ppfuzz","A fast tool to scan client-side prototype pollution vulnerability written in Rust. 🦀","Rust","bugbounty, bugbounty-tool, bugbountytips, chromium, prototype-pollution, rust, rust-tools, security, security-tools, vulnerability-scanners","MIT License",515,53,"","https://github.com/dwisiswant0/ppfuzz",5,"ppfuzz","dwisiswant0","https://avatars.githubusercontent.com/u/25837540?v=4","2021-06-15T06:31:46Z","2023-07-20T06:22:31Z","2023-08-10T14:44:44Z","2023-03-20T15:01:05Z",false,false
"Mr-Un1k0d3r/Cookie-Graber-BOF","C or BOF file to extract WebKit master key to decrypt user cookie","C","",,96,13,,"https://github.com/Mr-Un1k0d3r/Cookie-Graber-BOF",0,"Cookie-Graber-BOF","Mr-Un1k0d3r","https://avatars.githubusercontent.com/u/4238766?v=4","2023-05-28T18:30:02Z","2023-07-20T06:22:12Z","2023-08-07T17:02:05Z","2023-05-28T18:41:15Z",false,false
"tomnomnom/waybackurls","Fetch all the URLs that the Wayback Machine knows about for a domain","Go","",,2715,402,,"https://github.com/tomnomnom/waybackurls",37,"waybackurls","tomnomnom","https://avatars.githubusercontent.com/u/58276?v=4","2018-01-24T22:25:18Z","2023-07-20T06:21:55Z","2023-08-12T03:20:42Z","2023-08-07T04:25:18Z",false,false
"huanying03/runSeisflowJob","c++程序，目标：动态加载多个模块，动态读取各模块名称、参数，顺序执行各模块，模块之间采用数据通道（共享内存）传递数据。","C++","",,4,1,,"https://github.com/huanying03/runSeisflowJob",0,"runSeisflowJob","huanying03","https://avatars.githubusercontent.com/u/13597938?v=4","2016-12-10T15:52:51Z","2023-07-20T06:21:43Z","2023-07-20T06:21:43Z","2016-12-14T09:07:22Z",false,false
"novysodope/fupo_for_yonyou","用友漏洞检测，持续更新漏洞检测模块","Go","",,241,18,"","https://github.com/novysodope/fupo_for_yonyou",6,"fupo_for_yonyou","novysodope","https://avatars.githubusercontent.com/u/45167857?v=4","2023-07-12T04:28:15Z","2023-07-20T06:21:16Z","2023-08-11T07:44:51Z","2023-08-08T07:10:46Z",false,false
"kyleavery/TitanLdr","Cobalt Strike User Defined Reflective Loader (UDRL). Check branches for different functionality.","C","",,124,28,"","https://github.com/kyleavery/TitanLdr",0,"TitanLdr","kyleavery","https://avatars.githubusercontent.com/u/9327972?v=4","2021-11-15T03:11:44Z","2023-07-20T05:06:03Z","2023-07-27T05:21:34Z","2022-07-20T23:18:07Z",true,false
"thefLink/Hunt-Sleeping-Beacons","Aims to identify sleeping beacons","C","",,316,45,,"https://github.com/thefLink/Hunt-Sleeping-Beacons",1,"Hunt-Sleeping-Beacons","thefLink","https://avatars.githubusercontent.com/u/24278383?v=4","2022-01-07T17:03:44Z","2023-07-20T05:05:41Z","2023-08-04T01:20:48Z","2022-08-30T18:09:15Z",false,false
"BryanGIG/PADumper","Process Android Memory Dumper","Kotlin","android, memory-dumper",,33,11,"","https://github.com/BryanGIG/PADumper",2,"PADumper","BryanGIG","https://avatars.githubusercontent.com/u/91574316?v=4","2022-11-17T07:59:44Z","2023-07-18T14:13:35Z","2023-07-18T14:13:35Z","2023-07-31T19:47:15Z",false,false
"Segilmez06/EFI-Runner","Use Qemu to run EFI files on Windows in the fastest way","C#","","GNU General Public License v3.0",3,1,"","https://github.com/Segilmez06/EFI-Runner",0,"EFI-Runner","Segilmez06","https://avatars.githubusercontent.com/u/33354718?v=4","2023-02-07T17:58:54Z","2023-07-18T14:07:23Z","2023-07-30T20:53:05Z","2023-02-10T20:45:40Z",false,false
"ByteBusta/3MFStego",,"C++","",,5,1,,"https://github.com/ByteBusta/3MFStego",0,"3MFStego","ByteBusta","https://avatars.githubusercontent.com/u/136098096?v=4","2023-06-12T18:24:54Z","2023-07-18T14:07:03Z","2023-07-26T06:04:36Z","2023-07-12T16:42:02Z",false,false
"blitz/baresifter","A bare-metal x86 instruction set fuzzer a la Sandsifter","C++","bare-metal, baremetal, capstone, fuzzing, reverse-engineering, x86","GNU Affero General Public License v3.0",58,5,"","https://github.com/blitz/baresifter",0,"baresifter","blitz","https://avatars.githubusercontent.com/u/37907?v=4","2018-01-23T00:12:14Z","2023-07-18T14:05:56Z","2023-07-20T09:56:35Z","2021-09-26T21:51:51Z",false,false
"kanren3/efiutil","Based on nt5src","C","",,12,4,,"https://github.com/kanren3/efiutil",0,"efiutil","kanren3","https://avatars.githubusercontent.com/u/32032670?v=4","2023-07-10T04:23:15Z","2023-07-18T10:08:33Z","2023-07-18T12:05:31Z","2023-07-12T09:04:20Z",false,false
"sqrtZeroKnowledge/CVE-2023-23397_EXPLOIT_0DAY","Exploit for the CVE-2023-23397","C#","",,152,43,,"https://github.com/sqrtZeroKnowledge/CVE-2023-23397_EXPLOIT_0DAY",2,"CVE-2023-23397_EXPLOIT_0DAY","sqrtZeroKnowledge","https://avatars.githubusercontent.com/u/31594437?v=4","2023-03-15T17:03:38Z","2023-07-18T09:44:37Z","2023-07-19T17:07:35Z","2023-03-15T17:53:53Z",false,false
"nblog/hide-frida-agent","Hide Module ""frida-agent.dll"", Only for Windows.","JavaScript","","MIT License",19,3,"","https://github.com/nblog/hide-frida-agent",0,"hide-frida-agent","nblog","https://avatars.githubusercontent.com/u/10218627?v=4","2020-10-30T08:54:07Z","2023-07-18T09:37:34Z","2023-07-19T08:58:46Z","2023-07-19T09:04:27Z",false,false
"nblog/ce-driver-libaray","use ce driver,  kernel library.","C++","",,11,5,"","https://github.com/nblog/ce-driver-libaray",0,"ce-driver-libaray","nblog","https://avatars.githubusercontent.com/u/10218627?v=4","2022-10-19T02:55:05Z","2023-07-18T09:36:48Z","2023-07-18T09:36:48Z","2022-12-16T04:09:23Z",false,false
"Encryqed/Dumper-7",,"C++","",,73,26,,"https://github.com/Encryqed/Dumper-7",4,"Dumper-7","Encryqed","https://avatars.githubusercontent.com/u/67229555?v=4","2022-07-09T19:23:46Z","2023-07-18T09:33:43Z","2023-08-10T21:05:22Z","2023-08-11T13:30:59Z",false,false
"leondz/garak","LLM vulnerability scanner","Python","ai, infosectools, llm, llms, security-scanner, vulnerability-scanner","Apache License 2.0",275,15,"https://discord.gg/vU4wxepYJN","https://github.com/leondz/garak",147,"garak","leondz","https://avatars.githubusercontent.com/u/121934?v=4","2023-05-10T18:52:16Z","2023-07-18T09:33:10Z","2023-08-12T01:51:05Z","2023-08-01T22:30:38Z",false,false
"4ra1n/java-gate","Java JNI HellsGate/HalosGate/TartarusGate/RecycledGate/SSN Syscall/Many Shellcode Loaders","C","jni, shellcode, shellcode-loader","Apache License 2.0",157,18,"","https://github.com/4ra1n/java-gate",0,"java-gate","4ra1n","https://avatars.githubusercontent.com/u/34726933?v=4","2023-06-29T10:16:42Z","2023-07-18T09:32:43Z","2023-08-11T08:14:55Z","2023-07-07T09:00:21Z",false,false
"Drew-Alleman/powershell-backdoor-generator","Reverse backdoor written in PowerShell and obfuscated with Python. It generates payloads for popular hacking devices like Flipper Zero and Hak5 USB Rubber Ducky, and changes its signature after every build for evasion.","Python","backdoor, bad-usb, ethical-hacking, flipper-zero, hacking, hak5, hak5-ducky, hak5-rubber-ducky, obfuscation, powershell, powershell-backdoor, powershell-hacking, python, python-hacking, reverse-backdoor, windows","Apache License 2.0",233,41,"","https://github.com/Drew-Alleman/powershell-backdoor-generator",1,"powershell-backdoor-generator","Drew-Alleman","https://avatars.githubusercontent.com/u/52759042?v=4","2022-08-29T22:17:12Z","2023-07-18T09:32:18Z","2023-08-11T00:34:01Z","2023-06-19T21:05:18Z",false,false
"StarfireLab/AutoZerologon","Zerologon自动化脚本","Python","",,51,2,"","https://github.com/StarfireLab/AutoZerologon",0,"AutoZerologon","StarfireLab","https://avatars.githubusercontent.com/u/139093484?v=4","2023-07-13T08:20:28Z","2023-07-18T09:32:09Z","2023-08-04T14:00:20Z","2023-07-13T08:22:20Z",false,false
"acidanthera/BrcmPatchRAM",,"C++","","GNU General Public License v2.0",920,123,,"https://github.com/acidanthera/BrcmPatchRAM",0,"BrcmPatchRAM","acidanthera","https://avatars.githubusercontent.com/u/39672954?v=4","2019-09-19T07:47:30Z","2023-07-18T09:32:02Z","2023-08-11T20:08:31Z","2023-08-07T12:59:45Z",false,false
"ldpreload/BlackLotus","BlackLotus UEFI Windows Bootkit","C","",,1600,393,,"https://github.com/ldpreload/BlackLotus",7,"BlackLotus","ldpreload","https://avatars.githubusercontent.com/u/95562574?v=4","2023-07-12T17:14:40Z","2023-07-18T09:31:36Z","2023-08-12T03:28:14Z","2023-07-16T03:51:12Z",false,false
"DosX-dev/NET-MalwareCryptor","OpenSource malware packer","Visual Basic .NET","code-encryptor, crypt, cybersecurity, malware, malware-protection, metamorphic, net, obfuscation, packer, payload, polymorphic, stub","MIT License",30,3,"https://kay-software.ru/","https://github.com/DosX-dev/NET-MalwareCryptor",0,"NET-MalwareCryptor","DosX-dev","https://avatars.githubusercontent.com/u/117774904?v=4","2023-07-17T16:37:52Z","2023-07-18T09:31:30Z","2023-08-12T02:22:10Z","2023-07-17T16:57:37Z",false,false
"namazso/MagicSigner","Signtool for expired certificates","C++","","BSD Zero Clause License",329,32,"","https://github.com/namazso/MagicSigner",0,"MagicSigner","namazso","https://avatars.githubusercontent.com/u/8676443?v=4","2023-06-09T22:00:22Z","2023-07-18T09:31:18Z","2023-08-11T14:21:33Z","2023-06-10T07:32:46Z",false,false
"step-security/github-actions-goat","GitHub Actions Goat: Deliberately Vulnerable GitHub Actions CI/CD Environment","JavaScript","actions, attack-simulation, attack-simulator, devsecops, hacking, security","Apache License 2.0",298,66,"","https://github.com/step-security/github-actions-goat",3,"github-actions-goat","step-security","https://avatars.githubusercontent.com/u/88700172?v=4","2021-09-03T19:18:04Z","2023-07-18T09:31:14Z","2023-08-11T09:53:01Z","2023-07-26T19:38:32Z",false,false
"frida/frida-itrace","Instruction tracer powered by Frida","TypeScript","","MIT License",104,9,,"https://github.com/frida/frida-itrace",0,"frida-itrace","frida","https://avatars.githubusercontent.com/u/4073090?v=4","2023-07-17T12:57:35Z","2023-07-18T09:31:09Z","2023-08-11T07:02:24Z","2023-07-21T20:55:31Z",false,false
"Qihoo360/Luwak","利用预训练语言模型从非结构化威胁报告中提取 MITRE ATT&CK TTP 信息","Python","","Apache License 2.0",55,7,,"https://github.com/Qihoo360/Luwak",0,"Luwak","Qihoo360","https://avatars.githubusercontent.com/u/4082929?v=4","2023-07-06T02:44:44Z","2023-07-18T09:31:02Z","2023-07-25T09:23:13Z","2023-07-06T10:30:11Z",false,false
"0xthirteen/PerfExec",,"C#","","GNU General Public License v3.0",65,7,,"https://github.com/0xthirteen/PerfExec",0,"PerfExec","0xthirteen","https://avatars.githubusercontent.com/u/9096315?v=4","2023-07-11T16:43:47Z","2023-07-18T09:30:48Z","2023-08-09T16:09:36Z","2023-08-02T20:53:24Z",false,false
"hoangprod/DanSpecial","Weaponizing Gigabyte driver for priv escalation and bypass PPL","C","",,65,33,,"https://github.com/hoangprod/DanSpecial",0,"DanSpecial","hoangprod","https://avatars.githubusercontent.com/u/41701929?v=4","2019-06-29T02:05:07Z","2023-07-18T09:30:13Z","2023-07-23T03:59:16Z","2019-06-30T03:05:02Z",false,false
"nccgroup/DIBF","Windows NT ioctl bruteforcer and modular fuzzer","C++","","GNU General Public License v2.0",104,31,"","https://github.com/nccgroup/DIBF",1,"DIBF","nccgroup","https://avatars.githubusercontent.com/u/4067082?v=4","2014-04-04T18:00:31Z","2023-07-18T09:29:55Z","2023-07-18T16:53:28Z","2019-01-15T00:47:57Z",false,false
"Ylarod/Florida",,,"",,45,2,,"https://github.com/Ylarod/Florida",0,"Florida","Ylarod","https://avatars.githubusercontent.com/u/30978685?v=4","2023-07-18T08:24:31Z","2023-07-18T09:29:20Z","2023-08-11T02:53:06Z","2023-07-20T03:14:29Z",false,false
"Xposed-Modules-Repo/com.zhenxi.funelf","FunELF(基于Xposed实现的SO脱壳机,用于还原内存中释放的SO文件。)",,"",,13,1,"","https://github.com/Xposed-Modules-Repo/com.zhenxi.funelf",0,"com.zhenxi.funelf","Xposed-Modules-Repo","https://avatars.githubusercontent.com/u/78217009?v=4","2023-05-11T08:27:41Z","2023-07-18T09:29:05Z","2023-08-02T13:26:52Z","2023-07-18T08:33:27Z",false,false
"Xposed-Modules-Repo/com.zhenxi.fundex2","FunDex(基于Xposed实现的脱壳机,支持5-13,支持类抽取。)",,"",,44,7,"","https://github.com/Xposed-Modules-Repo/com.zhenxi.fundex2",0,"com.zhenxi.fundex2","Xposed-Modules-Repo","https://avatars.githubusercontent.com/u/78217009?v=4","2023-05-11T04:57:22Z","2023-07-18T09:29:02Z","2023-08-03T13:17:20Z","2023-06-11T08:04:01Z",false,false
"foundryzero/llef","LLEF is a plugin for LLDB to make it more useful for RE and VR","Python","lldb, reverse-engineering, vulnerability-research","MIT License",197,4,"","https://github.com/foundryzero/llef",1,"llef","foundryzero","https://avatars.githubusercontent.com/u/113278759?v=4","2023-07-12T18:09:53Z","2023-07-18T09:28:56Z","2023-08-08T21:33:37Z","2023-07-24T08:23:39Z",false,false
"Xposed-Modules-Repo/com.zhenxi.il2cpptrace","FunIl2cpp(il2cpp游戏dump&il2cpp方法调用跟踪)",,"",,26,1,"","https://github.com/Xposed-Modules-Repo/com.zhenxi.il2cpptrace",0,"com.zhenxi.il2cpptrace","Xposed-Modules-Repo","https://avatars.githubusercontent.com/u/78217009?v=4","2023-05-11T09:12:08Z","2023-07-18T09:28:42Z","2023-08-09T05:27:52Z","2023-07-18T08:39:46Z",false,false
"kite03/echoac-poc",,"C++","","MIT License",101,20,"https://ioctl.fail/echo-ac-writeup/","https://github.com/kite03/echoac-poc",0,"echoac-poc","kite03","https://avatars.githubusercontent.com/u/67329371?v=4","2023-06-28T00:52:22Z","2023-07-16T18:33:10Z","2023-08-10T23:46:07Z","2023-08-03T04:09:38Z",false,false
"c0re100/qBittorrent-Enhanced-Edition","[Unofficial] qBittorrent Enhanced, based on qBittorrent","C++","bittorrent, bittorrent-client","Other",14401,1106,"https://github.com/c0re100/qBittorrent-Enhanced-Edition","https://github.com/c0re100/qBittorrent-Enhanced-Edition",106,"qBittorrent-Enhanced-Edition","c0re100","https://avatars.githubusercontent.com/u/5726473?v=4","2017-03-14T03:30:46Z","2023-07-16T18:32:29Z","2023-08-12T01:52:24Z","2023-08-04T00:35:28Z",true,false
"localsend/localsend","An open source cross-platform alternative to AirDrop","Dart","file-sharing, flutter","MIT License",13138,702,"https://localsend.org","https://github.com/localsend/localsend",204,"localsend","localsend","https://avatars.githubusercontent.com/u/120677616?v=4","2022-12-16T00:46:07Z","2023-07-16T18:32:21Z","2023-08-12T04:49:05Z","2023-08-05T12:08:57Z",false,false
"binaryai/bindiffmatch",,"Python","",,35,5,,"https://github.com/binaryai/bindiffmatch",0,"bindiffmatch","binaryai","https://avatars.githubusercontent.com/u/57665960?v=4","2023-07-12T19:55:56Z","2023-07-16T18:32:13Z","2023-08-10T03:50:24Z","2023-07-13T06:12:55Z",false,false
"Darkempire78/Windows-Keylogger","A Windows keylogger undetected by all major anti-virus. Log keys, clipboard, window titles and send logs to a server.","C#","antivirus, keylogger, keylogging, malware, malware-sample, windows, windows-keylogger","GNU General Public License v3.0",39,8,"","https://github.com/Darkempire78/Windows-Keylogger",1,"Windows-Keylogger","Darkempire78","https://avatars.githubusercontent.com/u/50015928?v=4","2021-04-03T11:04:53Z","2023-07-16T18:32:02Z","2023-08-10T13:42:52Z","2022-12-08T15:15:52Z",false,false
"xetzzy/Fortnite-External-Source","Just a external cheat source for Fortnite with a kernel driver + EAC CR3 decryptor (using data pointer communication)","C++","",,30,12,"","https://github.com/xetzzy/Fortnite-External-Source",0,"Fortnite-External-Source","xetzzy","https://avatars.githubusercontent.com/u/104287840?v=4","2023-01-27T02:18:40Z","2023-07-16T18:31:55Z","2023-08-07T01:45:15Z","2023-07-16T19:19:47Z",false,false
"boostcon/cppnow_presentations_2023",,,"",,28,1,,"https://github.com/boostcon/cppnow_presentations_2023",0,"cppnow_presentations_2023","boostcon","https://avatars.githubusercontent.com/u/521655?v=4","2023-05-18T12:23:37Z","2023-07-16T18:31:48Z","2023-08-08T15:56:27Z","2023-06-14T13:31:44Z",false,false
"hfiref0x/WubbabooMark","Debugger Anti-Detection Benchmark","C","","MIT License",213,24,,"https://github.com/hfiref0x/WubbabooMark",2,"WubbabooMark","hfiref0x","https://avatars.githubusercontent.com/u/10708977?v=4","2023-07-15T07:55:07Z","2023-07-16T18:31:42Z","2023-08-11T15:36:49Z","2023-08-07T02:13:13Z",false,false
"EspressoCake/BOF_Development_Docker","A VSCode devcontainer for development of COFF files with batteries included.","Dockerfile","",,43,1,,"https://github.com/EspressoCake/BOF_Development_Docker",0,"BOF_Development_Docker","EspressoCake","https://avatars.githubusercontent.com/u/12860066?v=4","2023-07-10T01:29:25Z","2023-07-16T18:31:16Z","2023-08-09T21:35:34Z","2023-07-10T20:43:36Z",false,false
"minhangxiaohui/CSthing","somthing about  Cobaltstrike ","Python","",,9,0,,"https://github.com/minhangxiaohui/CSthing",0,"CSthing","minhangxiaohui","https://avatars.githubusercontent.com/u/39674723?v=4","2022-08-28T04:24:36Z","2023-07-16T18:31:01Z","2023-07-21T05:37:34Z","2022-08-28T04:43:47Z",false,false
